bodytype,seats,kms,modelYear,fueltype,ownerNo,transmission,price,Insurance,engine_cc,oem,Gearbox,Mileage,DriveType,city
Hatchback,5.0,16430,2021,Petrol,1,Manual,903999,Zero Dep,1197.0,Hyundai,5,21.0,FWD,delhi
SUV,5.0,10000,2022,Petrol,1,Manual,950000,Third Party insurance,1462.0,Toyota,5,17.03,FWD,delhi
Sedan,5.0,63054,2017,Petrol,1,Automatic,949000,Comprehensive,1497.0,Honda,5,18.0,FWD,delhi
Sedan,5.0,12000,2022,Petrol,1,Automatic,3900000,Comprehensive,1984.0,Skoda,7,15.1,FWD,delhi
Sedan,5.0,13000,2022,Diesel,1,Automatic,7400000,Comprehensive,1950.0,Mercedes-Benz,9,16.1,RWD,delhi
SUV,5.0,32000,2018,Diesel,2,Automatic,1099000,Comprehensive,1582.0,Hyundai,6,17.01,FWD,delhi
SUV,5.0,3500,2022,Petrol,1,Manual,1511000,Comprehensive,1497.0,Hyundai,6,18.9,FWD,delhi
Convertibles,2.0,7023,2017,Petrol,1,Automatic,6475000,Third Party insurance,2996.0,Mercedes-Benz,9,19.0,FWD,delhi
SUV,5.0,5000,2022,Diesel,1,Automatic,9200000,Comprehensive,1950.0,Mercedes-Benz,9,18.9,AWD,delhi
Sedan,5.0,11000,2021,Petrol,1,Automatic,4000000,Comprehensive,1332.0,Mercedes-Benz,7,18.9,FWD,delhi
Sedan,5.0,11000,2020,Petrol,1,Automatic,4250000,Third Party insurance,1950.0,Mercedes-Benz,9,11.9,RWD,delhi
Hatchback,5.0,50629,2017,Petrol,1,Manual,422000,Third Party insurance,1197.0,Maruti,5,22.38,FWD,delhi
Hatchback,5.0,63534,2019,Petrol,1,Automatic,678000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,52000,2018,Petrol,1,Manual,300000,Comprehensive,998.0,Hyundai,5,20.3,FWD,delhi
Hatchback,4.0,33695,2022,Cng,1,Manual,496000,Zero Dep,796.0,Maruti,5,31.59,FWD,delhi
Hatchback,5.0,68744,2015,Petrol,1,Automatic,463000,Third Party,1199.0,Honda,5,19.0,FWD,delhi
Sedan,5.0,70000,2013,Petrol,1,Manual,455000,Third Party insurance,1497.0,Honda,5,16.8,FWD,delhi
Hatchback,5.0,9540,2020,Petrol,1,Automatic,751000,Third Party,1199.0,Tata,5,23.84,FWD,delhi
Sedan,5.0,45000,2017,Petrol,1,Automatic,775000,Comprehensive,1373.0,Maruti,4,19.12,FWD,delhi
Hatchback,5.0,36861,2019,Petrol,1,Manual,678000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
SUV,5.0,68000,2017,Petrol,1,Manual,550000,Comprehensive,1496.0,Ford,5,15.9,FWD,delhi
Sedan,5.0,68000,2014,Petrol,1,Manual,390000,Comprehensive,1197.0,Maruti,5,19.1,FWD,delhi
Hatchback,5.0,38000,2015,Petrol,1,Manual,395000,Comprehensive,1197.0,Maruti,5,21.21,FWD,delhi
Hatchback,5.0,39000,2017,Petrol,1,Manual,295000,Comprehensive,999.0,Renault,5,23.01,FWD,delhi
Hatchback,5.0,40000,2017,Petrol,1,Manual,599000,Comprehensive,1199.0,Volkswagen,5,16.2,FWD,delhi
SUV,6.0,18000,2020,Petrol,1,Automatic,1748999,Comprehensive,1451.0,MG,6,11.67,FWD,delhi
Hatchback,5.0,60000,2019,Petrol,1,Automatic,399000,Comprehensive,998.0,Maruti,5,20.51,FWD,delhi
Sedan,5.0,40000,2018,Diesel,1,Manual,449000,Comprehensive,1498.0,Ford,5,25.83,FWD,delhi
Hatchback,5.0,68000,2018,Petrol,1,Manual,300000,Comprehensive,998.0,Maruti,5,23.95,FWD,delhi
Hatchback,5.0,40000,2017,Petrol,2,Manual,449000,Comprehensive,1197.0,Maruti,5,20.89,FWD,delhi
Hatchback,5.0,37000,2014,Petrol,1,Manual,295000,Comprehensive,998.0,Maruti,5,21.79,FWD,delhi
Sedan,5.0,21912,2018,Petrol,1,Automatic,649000,Zero Dep,1197.0,Maruti,5,21.21,FWD,delhi
Hatchback,5.0,74564,2013,Petrol,1,Manual,274000,Third Party,1197.0,Hyundai,5,20.36,FWD,delhi
Hatchback,5.0,48000,2019,Petrol,1,Manual,375000,Comprehensive,796.0,Maruti,5,24.7,FWD,delhi
Sedan,5.0,96758,2017,Petrol,1,Automatic,801000,Comprehensive,1497.0,Honda,5,18.0,FWD,delhi
Sedan,5.0,60341,2018,Diesel,1,Manual,591000,Zero Dep,1498.0,Honda,5,25.8,FWD,delhi
Hatchback,5.0,36973,2017,Petrol,1,Manual,434000,Third Party,1197.0,Maruti,5,20.4,FWD,delhi
Sedan,5.0,39000,2017,Diesel,1,Manual,699000,Comprehensive,1248.0,Maruti,5,28.09,FWD,delhi
Hatchback,5.0,52514,2013,Petrol,1,Manual,271000,Third Party,998.0,Maruti,5,18.9,FWD,delhi
Hatchback,5.0,13001,2022,Petrol,1,Manual,555000,Comprehensive,1197.0,Maruti,5,21.5,FWD,delhi
SUV,5.0,72000,2018,Diesel,1,Manual,825000,Comprehensive,1396.0,Hyundai,6,22.1,FWD,delhi
SUV,5.0,62000,2017,Petrol,1,Manual,599000,Comprehensive,1496.0,Ford,5,15.9,FWD,delhi
Sedan,5.0,34000,2017,Petrol,1,Manual,480999,Comprehensive,1496.0,Toyota,5,16.78,FWD,delhi
Sedan,5.0,67000,2015,Petrol,1,Manual,385000,Comprehensive,1198.0,Honda,5,18.0,FWD,delhi
Hatchback,5.0,45000,2019,Petrol,1,Manual,699000,Comprehensive,999.0,Volkswagen,5,18.78,FWD,delhi
Sedan,5.0,64000,2013,Petrol,1,Manual,331000,Comprehensive,1197.0,Maruti,5,20.85,FWD,delhi
Hatchback,5.0,58000,2013,Petrol,2,Manual,178000,Comprehensive,1199.0,Chevrolet,5,18.6,FWD,delhi
SUV,5.0,48000,2017,Petrol,2,Automatic,925000,Comprehensive,1591.0,Hyundai,6,14.8,FWD,delhi
Hatchback,5.0,70000,2013,Petrol,1,Manual,290000,Comprehensive,1197.0,Maruti,5,18.5,FWD,delhi
Sedan,5.0,59863,2017,Petrol,2,Automatic,570000,Comprehensive,1373.0,Maruti,4,19.12,FWD,delhi
Hatchback,4.0,18468,2022,Cng,1,Manual,492000,Zero Dep,796.0,Maruti,5,31.59,FWD,delhi
Hatchback,5.0,42173,2018,Petrol,2,Manual,530000,Third Party,1194.0,Ford,5,19.0,FWD,delhi
SUV,5.0,68631,2015,Petrol,2,Automatic,465000,Comprehensive,1496.0,Ford,6,14.7,FWD,delhi
Hatchback,5.0,18833,2021,Petrol,1,Manual,351000,Zero Dep,796.0,Maruti,5,22.05,FWD,delhi
Hatchback,5.0,55418,2021,Petrol,1,Manual,515000,Third Party,1197.0,Maruti,5,20.89,FWD,delhi
Hatchback,5.0,20000,2013,Petrol,1,Manual,225000,Third Party insurance,998.0,Maruti,5,20.51,FWD,delhi
MUV,7.0,53400,2020,Petrol,1,Manual,620000,Zero Dep,999.0,Renault,5,20.0,FWD,delhi
Hatchback,5.0,25000,2018,Petrol,1,Manual,349000,Comprehensive,999.0,Renault,5,23.01,FWD,delhi
SUV,5.0,87576,2019,Petrol,1,Automatic,1385000,Comprehensive,1368.0,Jeep,7,14.1,4WD,delhi
Hatchback,5.0,58000,2014,Petrol,1,Manual,290000,Comprehensive,1198.0,Honda,5,19.4,FWD,delhi
MUV,7.0,75000,2015,Petrol,1,Manual,285000,Comprehensive,1198.0,Datsun,5,19.44,FWD,delhi
Sedan,5.0,69000,2013,Petrol,1,Automatic,330000,Comprehensive,1598.0,Volkswagen,5,14.8,RWD,delhi
SUV,6.0,20000,2015,Diesel,1,Manual,549000,Comprehensive,2498.0,Mahindra,5,16.55,4WD,delhi
Hatchback,5.0,45000,2020,Petrol,1,Manual,365000,Comprehensive,796.0,Maruti,5,22.05,FWD,delhi
Sedan,5.0,20000,2021,Cng,1,Manual,650000,Third Party insurance,1197.0,Maruti,5,26.55,FWD,delhi
SUV,5.0,70000,2015,Diesel,1,Manual,449000,Comprehensive,1248.0,Maruti,5,23.65,FWD,delhi
Hatchback,5.0,72000,2017,Petrol,1,Automatic,599000,Comprehensive,1199.0,Honda,5,19.0,FWD,delhi
SUV,6.0,7800,2023,Diesel,0,Automatic,4645000,Comprehensive,1996.0,MG,8,12.04,4WD,delhi
Hatchback,5.0,25000,2020,Petrol,1,Manual,499000,Comprehensive,1199.0,Tata,5,20.09,FWD,delhi
SUV,5.0,19000,2020,Petrol,1,Automatic,8800000,Comprehensive,3456.0,Lexus,8,18.8,AWD,delhi
Sedan,5.0,11332,2022,Petrol,1,Automatic,1358000,Zero Dep,999.0,Skoda,6,18.07,FWD,delhi
Hatchback,5.0,25456,2016,Petrol,1,Manual,560000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,65000,2013,Petrol,2,Manual,275000,Comprehensive,998.0,Maruti,5,21.79,FWD,delhi
Hatchback,5.0,93616,2017,Petrol,1,Automatic,586000,Zero Dep,1199.0,Honda,5,19.0,FWD,delhi
Hatchback,5.0,74134,2017,Petrol,1,Automatic,463000,Comprehensive,998.0,Maruti,5,26.0,FWD,delhi
SUV,5.0,70000,2018,Petrol,1,Automatic,699000,Comprehensive,1498.0,Renault,5,14.99,FWD,delhi
Hatchback,5.0,62411,2018,Diesel,2,Manual,593000,Zero Dep,1248.0,Maruti,5,27.39,FWD,delhi
Sedan,5.0,56000,2012,Petrol,2,Automatic,1050000,Third Party insurance,1796.0,Mercedes-Benz,5,12.3,RWD,delhi
SUV,5.0,63661,2018,Diesel,2,Manual,567000,Third Party,1198.0,Mahindra,5,25.32,FWD,delhi
SUV,6.0,24000,2021,Petrol,1,Automatic,1750000,Comprehensive,1451.0,MG,6,18.9,FWD,delhi
SUV,5.0,14000,2022,Petrol,1,Manual,1650000,Comprehensive,1498.0,Volkswagen,7,17.88,FWD,delhi
SUV,7.0,70000,2017,Diesel,1,Manual,930000,Third Party insurance,1997.0,Mahindra,6,16.0,FWD,delhi
SUV,5.0,50000,2018,Petrol,1,Manual,749000,Comprehensive,1199.0,Honda,5,17.5,FWD,delhi
Sedan,5.0,74000,2011,Petrol,1,Manual,249000,Comprehensive,1598.0,Volkswagen,5,15.04,FWD,delhi
SUV,7.0,70000,2018,Diesel,1,Manual,899000,Comprehensive,2179.0,Tata,6,17.6,AWD,delhi
Hatchback,5.0,65000,2013,Petrol,1,Manual,225000,Third Party insurance,1086.0,Hyundai,5,19.81,FWD,delhi
Hatchback,5.0,40000,2015,Diesel,1,Manual,399000,Comprehensive,1248.0,Maruti,5,27.39,FWD,delhi
Hatchback,5.0,60000,2010,Petrol,3,Manual,80000,Third Party insurance,995.0,Chevrolet,5,18.0,FWD,delhi
Sedan,5.0,81000,2010,Petrol,3,Automatic,225000,Comprehensive,1497.0,Honda,5,16.8,FWD,delhi
Hatchback,5.0,80000,2012,Petrol,1,Manual,137000,Third Party insurance,796.0,Maruti,5,19.7,RWD,delhi
Sedan,5.0,107539,2014,Diesel,1,Manual,389000,Comprehensive,1248.0,Maruti,5,23.4,FWD,delhi
Hatchback,5.0,52059,2016,Petrol,1,Manual,548000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
SUV,5.0,70000,2021,Petrol,1,Manual,1695000,Third Party insurance,1451.0,MG,6,15.81,FWD,delhi
Hatchback,5.0,5732,2021,Petrol,1,Manual,874000,Zero Dep,1197.0,Hyundai,5,21.0,FWD,delhi
Sedan,5.0,53034,2018,Petrol,1,Manual,596000,Comprehensive,1199.0,Honda,5,19.5,FWD,delhi
Sedan,5.0,80000,2009,Petrol,3,Manual,179000,Third Party insurance,1497.0,Honda,5,17.0,FWD,delhi
Hatchback,5.0,66462,2017,Petrol,2,Manual,501000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
SUV,7.0,70000,2013,Diesel,1,Manual,575000,Third Party insurance,2179.0,Mahindra,6,15.1,AWD,delhi
Hatchback,5.0,52444,2017,Petrol,1,Manual,495000,Third Party,1197.0,Maruti,5,21.4,FWD,delhi
SUV,7.0,60000,2014,Diesel,1,Manual,500000,Third Party insurance,2179.0,Tata,5,14.0,FWD,delhi
SUV,5.0,40000,2019,Petrol,2,Automatic,1500000,Third Party insurance,1451.0,MG,6,13.96,FWD,delhi
Hatchback,5.0,10000,2022,Petrol,1,Manual,725000,Third Party insurance,1197.0,Hyundai,5,20.7,FWD,delhi
SUV,5.0,10000,2022,Petrol,1,Manual,1030000,Third Party insurance,1462.0,Toyota,5,17.03,FWD,delhi
Sedan,5.0,70000,2017,Diesel,1,Manual,650000,Third Party insurance,1248.0,Maruti,5,28.09,FWD,delhi
Hatchback,5.0,14000,2014,Petrol,1,Automatic,450000,Comprehensive,1197.0,Hyundai,4,18.9,FWD,delhi
SUV,5.0,39500,2019,Diesel,1,Manual,689000,Third Party insurance,1498.0,Ford,5,21.7,FWD,delhi
Sedan,5.0,64213,2018,Petrol,1,Manual,1250000,Comprehensive,1395.0,Skoda,6,16.7,FWD,delhi
Hatchback,5.0,20000,2021,Petrol,2,Manual,310000,Third Party insurance,796.0,Maruti,5,22.05,FWD,delhi
SUV,5.0,60000,2019,Petrol,1,Manual,1200000,Comprehensive,1353.0,Kia,6,16.5,FWD,delhi
Pickup Trucks,5.0,120000,2018,Diesel,1,Manual,1280000,Third Party insurance,2499.0,Isuzu,5,12.4,4WD,delhi
Hatchback,5.0,48768,2017,Petrol,2,Manual,451999,Zero Dep,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,91970,2020,Petrol,2,Manual,404000,Comprehensive,998.0,Maruti,5,25.24,FWD,delhi
SUV,5.0,7100,2023,Petrol,1,Automatic,2025000,Comprehensive,1482.0,Kia,7,17.9,RWD,delhi
Hatchback,5.0,34936,2016,Petrol,1,Manual,473000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,64071,2011,Petrol,3,Manual,252000,Third Party,1198.0,Honda,5,16.7,FWD,delhi
SUV,5.0,10000,2022,Petrol,1,Manual,950000,Comprehensive,1199.0,Honda,5,16.5,FWD,delhi
Hatchback,5.0,60443,2018,Petrol,1,Automatic,633000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
Sedan,5.0,56000,2017,Petrol,1,Automatic,875000,Comprehensive,1497.0,Honda,5,18.0,FWD,delhi
Hatchback,5.0,10056,2015,Petrol,2,Manual,413000,Comprehensive,1197.0,Maruti,5,22.38,FWD,delhi
Sedan,5.0,13000,2020,Petrol,1,Manual,1100000,Comprehensive,1497.0,Honda,5,17.4,FWD,delhi
SUV,5.0,80000,2020,Diesel,1,Manual,1250000,Comprehensive,1493.0,Hyundai,6,18.9,FWD,delhi
SUV,5.0,53000,2019,Diesel,1,Automatic,4150000,Third Party insurance,1999.0,Land Rover,9,15.68,4WD,delhi
SUV,5.0,110000,2012,Petrol,2,Manual,650000,Third Party insurance,2393.0,Maruti,5,10.4,4WD,delhi
Hatchback,5.0,60000,2012,Petrol,1,Manual,300000,Third Party insurance,998.0,Maruti,5,18.9,FWD,delhi
Sedan,5.0,22000,2022,Petrol,1,Automatic,5700000,Comprehensive,1496.0,Mercedes-Benz,9,16.9,FWD,delhi
Hatchback,5.0,30000,2022,Petrol,1,Manual,713000,Third Party insurance,1197.0,Maruti,5,22.38,FWD,delhi
SUV,5.0,90000,2015,Petrol,2,Automatic,515000,Third Party insurance,1499.0,Ford,6,15.63,FWD,delhi
Hatchback,5.0,50000,2020,Petrol,1,Manual,600000,Third Party insurance,1197.0,Maruti,5,21.01,FWD,delhi
SUV,5.0,22000,2022,Diesel,1,Automatic,2089999,Comprehensive,1956.0,Tata,6,14.6,FWD,delhi
Sedan,5.0,48000,2016,Petrol,1,Automatic,690000,Third Party insurance,1373.0,Maruti,4,19.12,FWD,delhi
Hatchback,5.0,35467,2016,Petrol,1,Manual,513000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
Sedan,5.0,54481,2017,Petrol,1,Automatic,850000,Comprehensive,1591.0,Hyundai,6,17.0,FWD,delhi
SUV,5.0,24000,2022,Petrol,1,Manual,835000,Comprehensive,1462.0,Maruti,5,20.15,FWD,delhi
Hatchback,5.0,76181,2017,Petrol,1,Manual,438999,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,23842,2020,Petrol,1,Manual,720000,Comprehensive,1197.0,Maruti,5,21.01,FWD,delhi
SUV,5.0,20000,2022,Petrol,2,Manual,942000,Third Party insurance,1462.0,Maruti,5,17.03,FWD,delhi
Sedan,5.0,94407,2014,Petrol,1,Automatic,538000,Comprehensive,1497.0,Honda,5,18.0,FWD,delhi
Sedan,5.0,80000,2009,Petrol,1,Manual,100000,Third Party insurance,1495.0,Hyundai,5,16.36,FWD,delhi
Hatchback,5.0,124245,2016,Petrol,1,Manual,491000,Third Party insurance,1197.0,Maruti,5,21.4,FWD,delhi
Sedan,5.0,5100,2022,Petrol,1,Automatic,925000,Comprehensive,1199.0,Honda,5,18.3,FWD,delhi
SUV,5.0,30000,2022,Petrol,1,Manual,1060000,Third Party insurance,1462.0,Toyota,5,17.03,FWD,delhi
SUV,7.0,120000,2012,Diesel,2,Manual,900000,Third Party insurance,2982.0,Toyota,5,13.0,FWD,delhi
SUV,5.0,50000,2018,Diesel,1,Manual,670000,Comprehensive,1248.0,Maruti,5,24.3,FWD,delhi
SUV,5.0,89698,2017,Petrol,1,Manual,500000,Comprehensive,999.0,Ford,5,18.88,FWD,delhi
Sedan,5.0,18000,2014,Diesel,2,Automatic,1250000,Third Party insurance,1968.0,Audi,7,16.55,FWD,delhi
Hatchback,5.0,100000,2009,Petrol,3,Manual,110000,Third Party insurance,1298.0,Maruti,5,16.1,FWD,delhi
Hatchback,5.0,60000,2010,Petrol,2,Manual,150000,Third Party insurance,1086.0,Hyundai,5,17.92,FWD,delhi
SUV,7.0,30000,2019,Diesel,2,Automatic,3200000,Third Party insurance,3198.0,Ford,6,10.91,4WD,delhi
Hatchback,5.0,30000,2014,Lpg,1,Manual,240000,Third Party insurance,1086.0,Hyundai,5,19.0,FWD,delhi
Sedan,5.0,100000,2014,Petrol,3,Manual,459999,Third Party insurance,1497.0,Honda,5,17.4,FWD,delhi
Hatchback,5.0,58193,2016,Petrol,1,Manual,411000,Comprehensive,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,68621,2017,Petrol,2,Manual,480999,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
SUV,5.0,50000,2017,Petrol,1,Manual,670000,Third Party insurance,1199.0,Honda,5,17.5,FWD,delhi
Hatchback,5.0,23399,2020,Petrol,1,Manual,724000,Comprehensive,1197.0,Maruti,5,21.01,FWD,delhi
Hatchback,5.0,60915,2017,Petrol,1,Manual,546000,Third Party insurance,1197.0,Hyundai,5,17.19,FWD,delhi
MUV,7.0,44000,2018,Cng,1,Manual,799000,Comprehensive,1373.0,Maruti,5,17.5,FWD,delhi
Hatchback,5.0,101297,2013,Petrol,1,Manual,278000,Comprehensive,1198.0,Volkswagen,5,16.47,FWD,delhi
Sedan,5.0,10000,2023,Petrol,1,Automatic,1575000,Third Party insurance,1498.0,Honda,5,18.4,FWD,delhi
Hatchback,5.0,73883,2013,Petrol,1,Manual,261000,Third Party,1198.0,Honda,5,19.4,FWD,delhi
SUV,7.0,75000,2014,Diesel,1,Manual,415000,Third Party insurance,2179.0,Tata,5,14.0,FWD,delhi
Hatchback,5.0,69000,2018,Diesel,1,Manual,399000,Comprehensive,1198.0,Mahindra,5,25.32,FWD,delhi
Hatchback,5.0,58632,2011,Petrol,1,Automatic,220000,Comprehensive,1197.0,Hyundai,4,16.95,FWD,delhi
Sedan,5.0,41352,2011,Petrol,1,Automatic,330000,Comprehensive,1799.0,Honda,5,13.9,FWD,delhi
Sedan,5.0,37000,2015,Petrol,1,Manual,434999,Comprehensive,1197.0,Maruti,5,19.1,FWD,delhi
SUV,5.0,20100,2021,Petrol,1,Automatic,1750000,Third Party insurance,1451.0,MG,8,18.9,FWD,delhi
SUV,7.0,50000,2019,Diesel,1,Automatic,1475000,Third Party insurance,2179.0,Mahindra,6,15.1,FWD,delhi
Hatchback,5.0,90000,2018,Petrol,1,Manual,450000,Third Party insurance,1197.0,Maruti,5,20.89,FWD,delhi
Sedan,5.0,7800,2020,Petrol,1,Automatic,4400000,Comprehensive,1950.0,Mercedes-Benz,9,11.9,RWD,delhi
Sedan,5.0,120000,2016,Diesel,1,Manual,380000,Third Party insurance,1248.0,Maruti,5,26.59,FWD,delhi
Hatchback,5.0,120000,2010,Cng,1,Manual,95000,Third Party insurance,1086.0,Hyundai,5,17.0,FWD,delhi
Hatchback,5.0,59014,2020,Petrol,1,Manual,675000,Zero Dep,1197.0,Maruti,5,21.01,FWD,delhi
Hatchback,5.0,43148,2017,Petrol,1,Automatic,527000,Zero Dep,1198.0,Honda,5,16.5,FWD,delhi
SUV,7.0,79000,2019,Diesel,1,Automatic,2990000,Comprehensive,2198.0,Ford,6,12.62,FWD,delhi
Sedan,5.0,89352,2015,Petrol,1,Manual,380000,Comprehensive,1197.0,Maruti,5,22.41,FWD,delhi
Sedan,5.0,38511,2021,Petrol,1,Manual,689000,Third Party,1199.0,Tata,5,19.28,FWD,delhi
SUV,5.0,54000,2015,Diesel,1,Automatic,2400000,Comprehensive,2143.0,Mercedes-Benz,7,15.26,AWD,delhi
Hatchback,5.0,66584,2016,Petrol,1,Manual,474000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
SUV,7.0,48000,2017,Diesel,1,Automatic,2550000,Third Party insurance,3198.0,Ford,6,10.91,4WD,delhi
Hatchback,5.0,19418,2020,Petrol,1,Manual,577000,Third Party,1197.0,Maruti,5,20.89,FWD,delhi
Sedan,5.0,72000,2016,Petrol,1,Automatic,2550000,Comprehensive,1991.0,Mercedes-Benz,7,14.74,RWD,delhi
Sedan,5.0,23000,2018,Petrol,1,Automatic,894999,Comprehensive,1496.0,Toyota,7,17.8,FWD,delhi
Sedan,5.0,50000,2012,Petrol,1,Manual,250000,Third Party insurance,1498.0,Nissan,5,16.95,FWD,delhi
SUV,5.0,20000,2022,Diesel,1,Manual,1025000,Third Party insurance,1493.0,Kia,6,18.9,FWD,delhi
Sedan,5.0,30000,2021,Petrol,1,Manual,900000,Third Party insurance,1497.0,Honda,5,17.4,FWD,delhi
SUV,5.0,42000,2020,Petrol,1,Manual,650000,Comprehensive,1197.0,Hyundai,5,17.52,FWD,delhi
Sedan,5.0,600,2023,Petrol,1,Automatic,1175000,Comprehensive,1462.0,Maruti,4,20.04,FWD,delhi
Sedan,5.0,30000,2010,Petrol,3,Manual,186000,Third Party insurance,1598.0,Chevrolet,5,12.9,FWD,delhi
Sedan,5.0,70000,2012,Petrol,1,Manual,250000,Third Party insurance,1498.0,Nissan,5,16.95,FWD,delhi
Hatchback,5.0,136288,2015,Diesel,1,Manual,425000,Not Available,1396.0,Hyundai,6,22.54,FWD,delhi
Hatchback,5.0,48000,2015,Petrol,1,Manual,425000,Third Party insurance,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,49707,2019,Petrol,1,Manual,523000,Third Party,1197.0,Hyundai,5,18.9,FWD,delhi
Hatchback,5.0,59443,2012,Petrol,1,Manual,240000,Comprehensive,1198.0,Honda,5,19.4,FWD,delhi
Sedan,5.0,30000,2022,Cng,1,Manual,754000,Third Party insurance,1197.0,Maruti,5,31.12,FWD,delhi
SUV,5.0,52000,2017,Petrol,1,Automatic,1285000,Comprehensive,1368.0,Jeep,7,16.0,4WD,delhi
SUV,7.0,40398,2019,Diesel,1,Automatic,1317000,Zero Dep,2179.0,Mahindra,6,15.1,FWD,delhi
SUV,5.0,50000,2019,Petrol,1,Manual,1465000,Third Party insurance,1368.0,Jeep,6,16.0,4WD,delhi
Hatchback,5.0,84181,2017,Petrol,2,Manual,491000,Comprehensive,1197.0,Hyundai,5,18.6,FWD,delhi
Hatchback,6.0,10000,2018,Petrol,1,Manual,550000,Third Party insurance,1198.0,Mahindra,5,18.15,FWD,delhi
Hatchback,5.0,66434,2018,Diesel,1,Manual,618000,Third Party insurance,1248.0,Maruti,5,28.4,FWD,delhi
SUV,5.0,40000,2018,Petrol,1,Automatic,775000,Third Party insurance,1497.0,Ford,6,14.8,FWD,delhi
Hatchback,5.0,100000,2007,Petrol,1,Manual,80000,Third Party insurance,1061.0,Maruti,5,18.9,FWD,delhi
SUV,5.0,40000,2018,Petrol,1,Automatic,775000,Third Party insurance,1497.0,Ford,6,14.8,FWD,delhi
SUV,7.0,100000,2013,Diesel,1,Manual,400000,Third Party insurance,2179.0,Tata,5,14.0,FWD,delhi
SUV,7.0,51800,2018,Diesel,1,Automatic,3350000,Comprehensive,2755.0,Toyota,6,15.04,4WD,delhi
Sedan,5.0,100000,2010,Petrol,5,Manual,200000,Third Party insurance,1799.0,Honda,5,14.8,FWD,delhi
Sedan,5.0,100000,2010,Petrol,5,Manual,200000,Third Party insurance,1799.0,Honda,5,14.8,FWD,delhi
Hatchback,5.0,70000,2019,Petrol,2,Manual,509999,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,delhi
SUV,5.0,87000,2013,Diesel,1,Automatic,869999,Third Party insurance,1968.0,Audi,7,15.73,AWD,delhi
MUV,6.0,7000,2021,Petrol,1,Manual,1100000,Third Party insurance,1462.0,Maruti,5,19.01,FWD,delhi
Hatchback,5.0,60000,2017,Diesel,2,Automatic,445000,Third Party insurance,1248.0,Maruti,5,26.8,FWD,delhi
SUV,5.0,88710,2015,Petrol,1,Automatic,547000,Zero Dep,1499.0,Ford,6,16.5,FWD,delhi
Hatchback,5.0,47644,2019,Petrol,1,Manual,626000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
SUV,7.0,40000,2017,Diesel,1,Manual,1200000,Third Party insurance,2179.0,Mahindra,6,16.0,AWD,delhi
Hatchback,5.0,100505,2016,Petrol,1,Manual,445000,Comprehensive,1197.0,Maruti,5,21.4,FWD,delhi
Hatchback,5.0,106648,2015,Petrol,1,Manual,458000,Third Party insurance,1197.0,Hyundai,5,18.6,FWD,delhi
Hatchback,5.0,60000,2014,Cng,2,Manual,204999,Third Party insurance,1086.0,Hyundai,5,11.88,FWD,delhi
Hatchback,5.0,53481,2019,Cng,1,Manual,507000,Comprehensive,998.0,Maruti,5,33.54,FWD,delhi
Hatchback,5.0,40000,2012,Petrol,2,Manual,240000,Third Party insurance,998.0,Maruti,5,18.9,FWD,delhi
Hatchback,5.0,25050,2019,Petrol,1,Manual,713000,Zero Dep,1197.0,Maruti,5,21.4,FWD,delhi
SUV,7.0,77000,2016,Diesel,1,Manual,890000,Third Party,1997.0,Mahindra,6,16.0,FWD,delhi
Hatchback,5.0,120000,2006,Petrol,4,Manual,135000,Third Party insurance,1298.0,Maruti,5,16.1,FWD,delhi
Sedan,5.0,58000,2014,Petrol,1,Manual,390000,Comprehensive,1198.0,Honda,5,18.0,FWD,delhi
Sedan,5.0,96000,2014,Petrol,1,Manual,575000,Comprehensive,1497.0,Honda,5,17.8,FWD,delhi
Hatchback,5.0,51000,2019,Cng,1,Manual,400000,Comprehensive,998.0,Maruti,5,31.79,FWD,delhi
Hatchback,5.0,70000,2015,Diesel,1,Manual,350000,Third Party insurance,1498.0,Honda,6,27.3,FWD,delhi
SUV,7.0,27000,2022,Diesel,1,Automatic,2050000,Comprehensive,1498.0,Hyundai,6,18.1,FWD,delhi
SUV,5.0,32456,2020,Petrol,1,Manual,825000,Comprehensive,1199.0,Tata,6,17.33,FWD,delhi
SUV,4.0,15000,2021,Diesel,1,Automatic,1650000,Comprehensive,2184.0,Mahindra,6,18.9,4WD,delhi
